source_taxon_name,interaction_type,target_taxon_name,study_citation,study_url,study_source_archive_uri
Ceroplastes,preyedUponBy,Camponotus floridanus,"Piechnik et al. (2008), Simberloff and Wilson (1969)",,https://github.com/globalbioticinteractions/brose-gateway/archive/c89ac44d03decc76d59908d74e2a5ff6d3cd618d.zip
Melittobia chalybii,parasitoidOf,Camponotus floridanus,"Piechnik et al. (2008), Simberloff and Wilson (1969)",,https://github.com/globalbioticinteractions/brose-gateway/archive/c89ac44d03decc76d59908d74e2a5ff6d3cd618d.zip
Myrmeleon hyalinus,preysOn,Formicidae,"Engel, M. S., & Grimaldi, D. A. (2007). The Neuropterid Fauna of Dominican and Mexican Amber (Neuropterida: Megaloptera, Neuroptera). American Museum Novitates, 2007(3587), 1–58. https://doi.org/10.1206/0003-0082(2007)3587[1:TNFODA]2.0.CO;2",https://doi.org/10.1206/0003-0082(2007)3587%5B1:TNFODA%5D2.0.CO;2,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip
Gymnocnemia variegata,preysOn,Formicidae,"Engel, M. S., & Grimaldi, D. A. (2007). The Neuropterid Fauna of Dominican and Mexican Amber (Neuropterida: Megaloptera, Neuroptera). American Museum Novitates, 2007(3587), 1–58. https://doi.org/10.1206/0003-0082(2007)3587[1:TNFODA]2.0.CO;2",https://doi.org/10.1206/0003-0082(2007)3587%5B1:TNFODA%5D2.0.CO;2,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip
Myrmeleon formicarius,preysOn,Formicidae,"Engel, M. S., & Grimaldi, D. A. (2007). The Neuropterid Fauna of Dominican and Mexican Amber (Neuropterida: Megaloptera, Neuroptera). American Museum Novitates, 2007(3587), 1–58. https://doi.org/10.1206/0003-0082(2007)3587[1:TNFODA]2.0.CO;2",https://doi.org/10.1206/0003-0082(2007)3587%5B1:TNFODA%5D2.0.CO;2,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip
Acanthaclisis occitanica,preysOn,Formicidae,"Engel, M. S., & Grimaldi, D. A. (2007). The Neuropterid Fauna of Dominican and Mexican Amber (Neuropterida: Megaloptera, Neuroptera). American Museum Novitates, 2007(3587), 1–58. https://doi.org/10.1206/0003-0082(2007)3587[1:TNFODA]2.0.CO;2",https://doi.org/10.1206/0003-0082(2007)3587%5B1:TNFODA%5D2.0.CO;2,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip
Euroleon nostras,preysOn,Formicidae,"Engel, M. S., & Grimaldi, D. A. (2007). The Neuropterid Fauna of Dominican and Mexican Amber (Neuropterida: Megaloptera, Neuroptera). American Museum Novitates, 2007(3587), 1–58. https://doi.org/10.1206/0003-0082(2007)3587[1:TNFODA]2.0.CO;2",https://doi.org/10.1206/0003-0082(2007)3587%5B1:TNFODA%5D2.0.CO;2,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip
Vermileonidae,preysOn,Formicidae,"Arnett, R. H. (1993). American insects: A handbook of the insects of America north of Mexico. In American insects a handbook of the insects of America north of Mexico. Sandhill Crane Press.",,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip
Tettigometra macrocephala,preysOn,Formicidae,Brutparasitismus. (2023). In Wikipedia. https://de.wikipedia.org/w/index.php?title=Brutparasitismus&oldid=233616798,,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip
Metroplaca longicornis,preysOn,Formicidae,Brutparasitismus. (2023). In Wikipedia. https://de.wikipedia.org/w/index.php?title=Brutparasitismus&oldid=233616798,,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip
Lymantria dispar,preyedUponBy,Formicidae,"Myers, P., Espinosa, R., Parr, C. S., Jones, T., Hammond, G. S., & Dewey, T. A. (2023). The Animal Diversity Web [Dataset]. Retrieved 15 February 2023, from https://animaldiversity.ummz.umich.edu/quaardvark/",,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip
Cynthia cardui,preyedUponBy,Formicidae,"Myers, P., Espinosa, R., Parr, C. S., Jones, T., Hammond, G. S., & Dewey, T. A. (2023). The Animal Diversity Web [Dataset]. Retrieved 15 February 2023, from https://animaldiversity.ummz.umich.edu/quaardvark/",,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip
Ceratitis capitata,preyedUponBy,Formicidae,"Myers, P., Espinosa, R., Parr, C. S., Jones, T., Hammond, G. S., & Dewey, T. A. (2023). The Animal Diversity Web [Dataset]. Retrieved 15 February 2023, from https://animaldiversity.ummz.umich.edu/quaardvark/",,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip
Pella limbata,preysOn,Formicidae,"Webb, J., Heaver, D., Lott, D., Dean, H. J., van Breda, J., Curson, J., Harvey, M. C., Gurney, M., Roy, D. B., van Breda, A., Drake, M., Alexander, K. N. A., & Foster, G. (2017). The Pantheon database: Habitat related traits, conservation status and taxa associations for invertebrates in England [Dataset]. NERC Environmental Information Data Centre. https://doi.org/10.5285/2a353d2d-c1b9-4bf7-8702-9e78910844bc",https://doi.org/10.5285/2a353d2d-c1b9-4bf7-8702-9e78910844bc,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip
Pipizella viduata,preysOn,Formicidae,"Webb, J., Heaver, D., Lott, D., Dean, H. J., van Breda, J., Curson, J., Harvey, M. C., Gurney, M., Roy, D. B., van Breda, A., Drake, M., Alexander, K. N. A., & Foster, G. (2017). The Pantheon database: Habitat related traits, conservation status and taxa associations for invertebrates in England [Dataset]. NERC Environmental Information Data Centre. https://doi.org/10.5285/2a353d2d-c1b9-4bf7-8702-9e78910844bc",https://doi.org/10.5285/2a353d2d-c1b9-4bf7-8702-9e78910844bc,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip
Chrysotoxum octomaculatum,preysOn,Formicidae,"Webb, J., Heaver, D., Lott, D., Dean, H. J., van Breda, J., Curson, J., Harvey, M. C., Gurney, M., Roy, D. B., van Breda, A., Drake, M., Alexander, K. N. A., & Foster, G. (2017). The Pantheon database: Habitat related traits, conservation status and taxa associations for invertebrates in England [Dataset]. NERC Environmental Information Data Centre. https://doi.org/10.5285/2a353d2d-c1b9-4bf7-8702-9e78910844bc",https://doi.org/10.5285/2a353d2d-c1b9-4bf7-8702-9e78910844bc,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip
Alydus calcaratus,preysOn,Formicidae,"Webb, J., Heaver, D., Lott, D., Dean, H. J., van Breda, J., Curson, J., Harvey, M. C., Gurney, M., Roy, D. B., van Breda, A., Drake, M., Alexander, K. N. A., & Foster, G. (2017). The Pantheon database: Habitat related traits, conservation status and taxa associations for invertebrates in England [Dataset]. NERC Environmental Information Data Centre. https://doi.org/10.5285/2a353d2d-c1b9-4bf7-8702-9e78910844bc",https://doi.org/10.5285/2a353d2d-c1b9-4bf7-8702-9e78910844bc,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip
Tettigometra impressopunctata,preysOn,Formicidae,"Webb, J., Heaver, D., Lott, D., Dean, H. J., van Breda, J., Curson, J., Harvey, M. C., Gurney, M., Roy, D. B., van Breda, A., Drake, M., Alexander, K. N. A., & Foster, G. (2017). The Pantheon database: Habitat related traits, conservation status and taxa associations for invertebrates in England [Dataset]. NERC Environmental Information Data Centre. https://doi.org/10.5285/2a353d2d-c1b9-4bf7-8702-9e78910844bc",https://doi.org/10.5285/2a353d2d-c1b9-4bf7-8702-9e78910844bc,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip
Systellonotus triguttatus,preysOn,Formicidae,"Webb, J., Heaver, D., Lott, D., Dean, H. J., van Breda, J., Curson, J., Harvey, M. C., Gurney, M., Roy, D. B., van Breda, A., Drake, M., Alexander, K. N. A., & Foster, G. (2017). The Pantheon database: Habitat related traits, conservation status and taxa associations for invertebrates in England [Dataset]. NERC Environmental Information Data Centre. https://doi.org/10.5285/2a353d2d-c1b9-4bf7-8702-9e78910844bc",https://doi.org/10.5285/2a353d2d-c1b9-4bf7-8702-9e78910844bc,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip
Chrysotoxum,preysOn,Formicidae,"Poelen, J. H. Global Biotic Interactions: Interpreted Data Products. Zenodo https://doi.org/10.5281/zenodo.5708970 (2021).",https://doi.org/10.5281/zenodo.5708970,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip
Vespula germanica,preyedUponBy,Formicidae,"Poelen, J. H. Global Biotic Interactions: Interpreted Data Products. Zenodo https://doi.org/10.5281/zenodo.5708970 (2021).",https://doi.org/10.5281/zenodo.5708970,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip
Acheta domestica,preyedUponBy,Formicidae,"Poelen, J. H. Global Biotic Interactions: Interpreted Data Products. Zenodo https://doi.org/10.5281/zenodo.5708970 (2021).",https://doi.org/10.5281/zenodo.5708970,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip
Periplaneta americana,preyedUponBy,Formicidae,"Poelen, J. H. Global Biotic Interactions: Interpreted Data Products. Zenodo https://doi.org/10.5281/zenodo.5708970 (2021).",https://doi.org/10.5281/zenodo.5708970,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip
Microdon analis,preysOn,Formicidae,"Poelen, J. H. Global Biotic Interactions: Interpreted Data Products. Zenodo https://doi.org/10.5281/zenodo.5708970 (2021).",https://doi.org/10.5281/zenodo.5708970,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip
Orthoptera,preysOn,Formicidae,"Poelen, J. H. Global Biotic Interactions: Interpreted Data Products. Zenodo https://doi.org/10.5281/zenodo.5708970 (2021).",https://doi.org/10.5281/zenodo.5708970,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip
Notonecta,preysOn,Formicidae,"Poelen, J. H. Global Biotic Interactions: Interpreted Data Products. Zenodo https://doi.org/10.5281/zenodo.5708970 (2021).",https://doi.org/10.5281/zenodo.5708970,https://github.com/globalbioticinteractions/trophiCH/archive/9dcb8b2670c4675817c605f5add33cd183d3fb0e.zip
Apis mellifera,eatenBy,Formicidae,Meagan Simons (Expert),,https://github.com/globalbioticinteractions/hale2024/archive/b69d6d5b8b126b0a9a050eb566b40ac9519ad0be.zip
Halictus confusus,eatenBy,Formicidae,Meagan Simons (Expert),,https://github.com/globalbioticinteractions/hale2024/archive/b69d6d5b8b126b0a9a050eb566b40ac9519ad0be.zip
Argia fumipennis,eats,Formicidae,Kayla R. S. Hale (Expert),,https://github.com/globalbioticinteractions/hale2024/archive/b69d6d5b8b126b0a9a050eb566b40ac9519ad0be.zip
Leucorrhinia hudsonica,eats,Formicidae,Kayla R. S. Hale (Expert),,https://github.com/globalbioticinteractions/hale2024/archive/b69d6d5b8b126b0a9a050eb566b40ac9519ad0be.zip
Nymphalis antiopa,eatenBy,Formicidae,Brian G. Scholtens (Expert),,https://github.com/globalbioticinteractions/hale2024/archive/b69d6d5b8b126b0a9a050eb566b40ac9519ad0be.zip
Lymantria dispar,eatenBy,Formicidae,Brian G. Scholtens (Expert),,https://github.com/globalbioticinteractions/hale2024/archive/b69d6d5b8b126b0a9a050eb566b40ac9519ad0be.zip
Mythimna unipuncta,eatenBy,Formicidae,Brian G. Scholtens (Expert),,https://github.com/globalbioticinteractions/hale2024/archive/b69d6d5b8b126b0a9a050eb566b40ac9519ad0be.zip
Cynthia cardui,eatenBy,Formicidae,Brian G. Scholtens (Expert),,https://github.com/globalbioticinteractions/hale2024/archive/b69d6d5b8b126b0a9a050eb566b40ac9519ad0be.zip
Cydia pomonella,eatenBy,Formicidae,Brian G. Scholtens (Expert),,https://github.com/globalbioticinteractions/hale2024/archive/b69d6d5b8b126b0a9a050eb566b40ac9519ad0be.zip
Cicindela,eatenBy,Formicidae,Rowan L. K. French (Expert),,https://github.com/globalbioticinteractions/hale2024/archive/b69d6d5b8b126b0a9a050eb566b40ac9519ad0be.zip
Cicindela repanda,eats,Formicidae,Rowan L. K. French (Expert),,https://github.com/globalbioticinteractions/hale2024/archive/b69d6d5b8b126b0a9a050eb566b40ac9519ad0be.zip
Cicindela scutellaris,eatenBy,Formicidae,Rowan L. K. French (Expert),,https://github.com/globalbioticinteractions/hale2024/archive/b69d6d5b8b126b0a9a050eb566b40ac9519ad0be.zip
Cicindela scutellaris,eats,Formicidae,Rowan L. K. French (Expert),,https://github.com/globalbioticinteractions/hale2024/archive/b69d6d5b8b126b0a9a050eb566b40ac9519ad0be.zip
Helocassis clavata,eatenBy,Formicidae,Rowan L. K. French (Expert),,https://github.com/globalbioticinteractions/hale2024/archive/b69d6d5b8b126b0a9a050eb566b40ac9519ad0be.zip
Proctacanthus nigriventris,interactsWith,Formicidae,http://bins.boldsystems.org/index.php/Public_RecordView?processid=LYMAB775-15,http://bins.boldsystems.org/index.php/Public_RecordView?processid=LYMAB775-15,https://github.com/globalbioticinteractions/bold/archive/604c9ecdf7d88e61b645bb5f43532b7adc11bb4f.zip
Neivamyrmex gibbatus,interactsWith,Formicidae,http://bins.boldsystems.org/index.php/Public_RecordView?processid=APREY905-18,http://bins.boldsystems.org/index.php/Public_RecordView?processid=APREY905-18,https://github.com/globalbioticinteractions/bold/archive/604c9ecdf7d88e61b645bb5f43532b7adc11bb4f.zip
Neivamyrmex pilosus,interactsWith,Formicidae,http://bins.boldsystems.org/index.php/Public_RecordView?processid=APREY800-18,http://bins.boldsystems.org/index.php/Public_RecordView?processid=APREY800-18,https://github.com/globalbioticinteractions/bold/archive/604c9ecdf7d88e61b645bb5f43532b7adc11bb4f.zip
Hemiptera,hasHost,Formicidae,"Field Museum of Natural History (Zoology) Insect, Arachnid and Myriapod Collection - Version 12.64. Accessed at <https://fmipt.fieldmuseum.org/ipt/archive.do?r=fmnh_insects> on 11 Apr 2026.",https://db.fieldmuseum.org/05e1e4ff-0d20-4582-befc-fa6361f70cbb,https://github.com/globalbioticinteractions/fmnh/archive/24a410d7cfa90c1e38899f7a4c3a5b7544d93937.zip
Acrodipsas illidgei,hasHost,Formicidae,BHL,http://www.biodiversitylibrary.org/page/41134927,https://github.com/globalbioticinteractions/ferrer-paris/archive/2c5b20bd8c0b2839124c71c83ca83369f1d812c9.zip
Elaphropus vernicatus,interactsWith,Formicidae,https://ecdysis.org/collections/individual/index.php?occid=5489273,https://ecdysis.org/collections/individual/index.php?occid=5489273,https://github.com/globalbioticinteractions/ecdysis/archive/a322ee67d84be8eb2dccee0af9cb3d14aa8d6077.zip
Neivamyrmex gibbatus,preysOn,Formicidae,"Hoenle, P.O. et al., 2019. Species‐level predation network uncovers high prey specificity in a Neotropical army ant community. Molecular Ecology, 28(9), pp.2423–2440. Available at: http://dx.doi.org/10.1111/mec.15078. Accessed at <https://github.com/globalbioticinteractions/hoenle2019/archive/74cc15a3473e1354fc6cf424688221b1de777afc.zip> on 11 Apr 2026.",,https://github.com/globalbioticinteractions/hoenle2019/archive/74cc15a3473e1354fc6cf424688221b1de777afc.zip
Neivamyrmex pilosus,preysOn,Formicidae,"Hoenle, P.O. et al., 2019. Species‐level predation network uncovers high prey specificity in a Neotropical army ant community. Molecular Ecology, 28(9), pp.2423–2440. Available at: http://dx.doi.org/10.1111/mec.15078. Accessed at <https://github.com/globalbioticinteractions/hoenle2019/archive/74cc15a3473e1354fc6cf424688221b1de777afc.zip> on 11 Apr 2026.",,https://github.com/globalbioticinteractions/hoenle2019/archive/74cc15a3473e1354fc6cf424688221b1de777afc.zip
Gliricola porcelli,hasHost,Formicidae,https://doi.org/10.15468/tmxd7n,https://doi.org/10.15468/tmxd7n,https://github.com/EMTuckerLab/ummzi/archive/6731357a377e9c2748fc931faa2ff3dc0ce3ea7a.zip
Formica nitidiventris,interactsWith,Formicidae,A. Thessen. 2014. Species associations extracted from EOL text data objects via text mining. Accessed at <https://github.com/EOL/pseudonitzchia/archive/e5838965a186fba4b7215cd0d179c4526773bad5.zip> on 10 Apr 2026.,,https://github.com/EOL/pseudonitzchia/archive/e5838965a186fba4b7215cd0d179c4526773bad5.zip
Atta sexdens,interactsWith,Formicidae,A. Thessen. 2014. Species associations extracted from EOL text data objects via text mining. Accessed at <https://github.com/EOL/pseudonitzchia/archive/e5838965a186fba4b7215cd0d179c4526773bad5.zip> on 10 Apr 2026.,,https://github.com/EOL/pseudonitzchia/archive/e5838965a186fba4b7215cd0d179c4526773bad5.zip
Homoptera,interactsWith,Formicidae,A. Thessen. 2014. Species associations extracted from EOL text data objects via text mining. Accessed at <https://github.com/EOL/pseudonitzchia/archive/e5838965a186fba4b7215cd0d179c4526773bad5.zip> on 10 Apr 2026.,,https://github.com/EOL/pseudonitzchia/archive/e5838965a186fba4b7215cd0d179c4526773bad5.zip
